source_id,source_repository,source_branch,source_commit,source_path,sha256_original,academy_path,disposition,notes
SRC-039,ireps-mobile,feature/meter-normalisation-v1,67262f13f574dc99062b2878cef0bcb1ed44ffeb,C:/dev/ireps-mobile/docs/releases/2026/2026-09-16_anomaly-suspicions-and-background-gps/FIELD_MESSAGE.md,75f7b947f9bc7f8abb61232196db1ca6d16823deb8633e1cafc0d0faf16c19e0,09-fieldwork/README.md,historical release record retained in application,Training lessons reference release records; no deployment assertion is inferred.
SRC-040,ireps-mobile,feature/meter-normalisation-v1,67262f13f574dc99062b2878cef0bcb1ed44ffeb,C:/dev/ireps-mobile/docs/releases/2026/2026-09-18_work-orders-map-and-sign-in/FIELD_MESSAGE.md,012ba3e4a0ad21fbb72a9c048b40cb958b25d3575bfa88a71fe9d2f6a1a0fc78,09-fieldwork/README.md,historical release record retained in application,Training lessons reference release records; no deployment assertion is inferred.
SRC-041,ireps-academy,docs/academy-consolidation-20260923,aabfa8399502596777b185d7908b15b854d053ce,C:/dev/ireps-academy/01-body-of-knowledge/sales-monthly-refresh-population-as-built-2026-09-05.md,f6f095f3bbaf9cc83fdad52760cc1d2e0de35f9856c02e3e07939bd41c512c7f,00-academy-governance/source-assessments/sales-monthly-refresh-population-as-built-2026-09-05.md,reclassified as historical technical evidence,
SRC-042,unversioned local documentation,,,C:/dev/informal-erfs-patches-2-to-4-source-pack/governance/iREPS_Master_Dictionary.md,e19edc2632f4ff43140b0be87f7050f84d2318df8836137c0ec25fe9449e6979,15-dictionary/TERM_RECONCILIATION.md,historical dictionary compared; not adopted wholesale,
MD-S01,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/FormMeterDiscovery.js,de59374a7d3cca9820e74b135cc133a5f0fdfd363430c64640f997020d165c0b,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 2696 lines. Source behaviour, not verified deployment."
MD-S02,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/ElectricitySections.js,0d502834743f76ab23ace9380dcebf9e8eb3eb86e8be8d796cae123d9efcb44b,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 1034 lines. Source behaviour, not verified deployment."
MD-S03,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/WaterSections.js,83f1aca33041fa5c576e7ff162f66852e1bf6c2e1a1b3d14d83a55a2c7075d60,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 193 lines. Source behaviour, not verified deployment."
MD-S04,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/AnomalySection.js,900526c23c4591447be8956a315b9abc19027d8aa040802ca8351b4e5ee964b3,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 23 lines. Source behaviour, not verified deployment."
MD-S05,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/OtherAnomalySection.js,e02bd649109d62cc46d1ff028c6174d15626c80ec85f9934cbd594872f2150e6,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 97 lines. Source behaviour, not verified deployment."
MD-S06,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/RemainingCreditSection.js,ddc7b389951748f5bd43f7600c191aff2c7c42c92adce8c8555529eb4b930bcc,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 107 lines. Source behaviour, not verified deployment."
MD-S07,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/IrepsNoAccessSection.js,021b3f878fe25eae31b17ee6edaba1b8da8a01afbb6bfccbb63ddcff17237dbe,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 279 lines. Source behaviour, not verified deployment."
MD-S08,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/IrepsFieldCommentSection.js,3fab953e41b03c085a0105bbf37a25bd281cbb8316cfed401893662be1be00a7,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 1201 lines. Source behaviour, not verified deployment."
MD-S09,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/components/forms/LocationPickerSection.js,c2ca80c4cdba783c91181024f72ea44ae82b86aca14321134304fd70cfcd5db8,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 462 lines. Source behaviour, not verified deployment."
MD-S10,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/formOptions.js,2e19b28f36e159b82cc875f34ebac9191069d78707f2d03c5b3a759f6b77cc7c,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 472 lines. Source behaviour, not verified deployment."
MD-S11,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/meterNumberRule.js,e6f79c1b2804192c2fa747bd35097d44e379d8ae460e31ffc4e4ec8ca9fb5a0c,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 21 lines. Source behaviour, not verified deployment."
MD-S12,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/noAccessReasons.js,ef022bfd613e618ff67c0eecbd9e9379a554fc246b925d6e74308ebd7f4ff9c5,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 28 lines. Source behaviour, not verified deployment."
MD-S13,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/remainingCreditContract.js,842f172b7298e8943271fa96430736712e5525b2b106a205e55066bb8e0af423,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 181 lines. Source behaviour, not verified deployment."
MD-S14,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/normalisationHandover.js,a6592ee7ef1833a1ece9de984c573d135732d93539b9e83fc95b41e298edcb3e,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 202 lines. Source behaviour, not verified deployment."
MD-S15,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/findingInstructions.js,2d17561291bcd434b537053323172224c946c9de853842b7b72cffdae756557f,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 42 lines. Source behaviour, not verified deployment."
MD-S16,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/meters/FormInputMeterNo.js,3851832074216f64b3b89106fe2662f49b46b03838faa294233fa22bb9a5aa2b,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 222 lines. Source behaviour, not verified deployment."
MD-S17,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/services/processSubmissionQueue.js,a9f8f0ac17b492120cdd893a8b98e7c0e58c6fd616215a898f6b129852d55657,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 379 lines. Source behaviour, not verified deployment."
MD-S18,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/services/startSubmissionQueueSyncService.js,5b7bbe1f3dc8b6df90330c4f54e22238ee79eb8e142e38e0b495a923225d83e0,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 43 lines. Source behaviour, not verified deployment."
MD-S19,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/services/startMeterDiscoveryNoAccessQueueSyncService.js,dc5fc62db397d3e724b132f8224de526d2078082fb5607920d18eae5dd52e5b4,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 102 lines. Source behaviour, not verified deployment."
MD-S20,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/utils/submissionQueue.js,b65b45e8decdcdf04ccc24f6cad425ad5c7bea26e9230a2c141502fa32e6e306,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 780 lines. Source behaviour, not verified deployment."
MD-S21,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/utils/persistNoAccessMeterDiscoveryMedia.js,1e7659b1f4f60a7b7fa5378bda54306c6422a482a377ded382723a8fca0a50e5,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 97 lines. Source behaviour, not verified deployment."
MD-S22,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/redux/trnsApi.js,f6657e86ade0d92b0ec2b88ae08951b54eea119c9c1372a9c10a236b0d3f2fb0,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 629 lines. Source behaviour, not verified deployment."
MD-S23,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/premises/targetedBatchPremiseContext.js,8a8875fb3b5d0266e698a11ad31f25eb7602d6f3a82624a4ae5e964a850386ff,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 157 lines. Source behaviour, not verified deployment."
MD-S24,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/targetedBatches/askBatchOrOtherDiscovery.js,4486db679567122245e71f4578a48ef6ac5c9d509463c4698ab3b8fc7b6f3d43,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 332 lines. Source behaviour, not verified deployment."
MD-S25,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/src/features/targetedBatches/foundMeter.js,0a1ab89d12d5be6b3a8818f9b974f88c262e4f4f049d533bbaea47ff355f21b0,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 54 lines. Source behaviour, not verified deployment."
MD-S26,ireps-mobile,feature/meter-normalisation-v1,c8a5dbcaa041a1546235a27e15e3e5f1c65d3a21,C:/dev/ireps-mobile/app/(tabs)/premises/form.js,1e58ac13ba7a4350eb76b35fa9ed9a96b246f66e9e8db5d2ca1dc55c18602cff,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 5 lines. Source behaviour, not verified deployment."
MD-S27,ireps-web,feature/sales-targeted-batch-v3,c5be2edb25fbcd2a090c4db1e8b4f3140ddcd116,C:/dev/ireps-web/functions/index.js,a1a34eadd783f8f5bc60bcf3ae929ad2af83a5b0e862051e32b13e660c7d5ea3,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 5763 lines. Source behaviour, not verified deployment."
MD-S28,ireps-web,feature/sales-targeted-batch-v3,c5be2edb25fbcd2a090c4db1e8b4f3140ddcd116,C:/dev/ireps-web/functions/meterDiscovery/validation.js,00f8d3cec44825e7593a546088cb25cf2dd06f336938a7664a7f5ef7b6509ab0,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 706 lines. Source behaviour, not verified deployment."
MD-S29,ireps-web,feature/sales-targeted-batch-v3,c5be2edb25fbcd2a090c4db1e8b4f3140ddcd116,C:/dev/ireps-web/functions/meterDiscovery/astMedia.js,237c94badc55f6d55f67d26c61dbe45cf5528d35a72acc70f34015e4c3b4b6b0,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 11 lines. Source behaviour, not verified deployment."
MD-S30,ireps-web,feature/sales-targeted-batch-v3,c5be2edb25fbcd2a090c4db1e8b4f3140ddcd116,C:/dev/ireps-web/functions/registry/meterRegistryRowRebuild.js,860096756a18529155425dc3dc8b9f65e7e4f095cb2073ca89d14edcdc285ebd,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 175 lines. Source behaviour, not verified deployment."
MD-S31,ireps-rules,main,9e53d264c1d45383e8583c3918bc0a3f78880e74,C:/dev/ireps-rules/test-plans/meter-discovery-test-plan.md,ec96e5454c9f6d122f1b0274ee6c4d2030ea986f6ca6e8f933e7ec4abbdc1435,00-academy-governance/source-assessments/meter-discover-source-baseline-2026-09-23.md,Meter Discover source baseline; implementation retained in application,"Clean at capture; 126 lines. Source behaviour, not verified deployment."
